"rs","effect","Site","country","in_lab","Ntotal","B_or_W","design","or_stat_test","effect_type","effect_size","ncontrol","ntreatment","outcomes1_2","outcome_c1","outcome_t1","outcome_c2","outcome_t2"
"ML1","Flag Priming","help","MYS",1,"102","Between","control vs. treatment","Independent samples t-test","d","-0.115112170402522",57,45,"mean _ SD",3.24780701754386,3.16825396825397,0.536861761888893,0.845321355877233
"ML1","Flag Priming","ithaca","USA",1,"89","Between","control vs. treatment","Independent samples t-test","d","-0.171535779771631",46,43,"mean _ SD",2.99184782608696,2.86171096345515,0.746939205242637,0.770375290952392
"ML1","Flag Priming","jmu","USA",0,"172","Between","control vs. treatment","Independent samples t-test","d","0.043532201368364",90,82,"mean _ SD",3.36865079365079,3.40766550522648,0.890873845054098,0.901579113873931
"ML1","Flag Priming","ku","TUR",0,"110","Between","control vs. treatment","Independent samples t-test","d","0.144122496305579",56,54,"mean _ SD",2.59247448979592,2.69080687830688,0.601801438605861,0.76276538519475
"ML1","Flag Priming","laurier","CAN",1,"111","Between","control vs. treatment","Independent samples t-test","d","0.042963373477207",53,58,"mean _ SD",2.87264150943396,2.90147783251231,0.709436127507658,0.632931603166526
"ML1","Flag Priming","lse","GBR",1,"275","Between","control vs. treatment","Independent samples t-test","d","0.044119759316277",143,132,"mean _ SD",2.69642857142857,2.72916666666667,0.702173462287726,0.781882468453371
"ML1","Flag Priming","luc","USA",1,"145","Between","control vs. treatment","Independent samples t-test","d","0.065654128063499",67,78,"mean _ SD",3.02691897654584,3.08333333333333,0.748680639246046,0.969851262751909
"ML1","Flag Priming","mcdaniel","USA",0,"98","Between","control vs. treatment","Independent samples t-test","d","0.094703843062978",50,48,"mean _ SD",3.11892857142857,3.19642857142857,0.875662493890767,0.761018711294612
"ML1","Flag Priming","msvu","CAN",1,"85","Between","control vs. treatment","Independent samples t-test","d","0.089139937748012",40,45,"mean _ SD",2.53875,2.59642857142857,0.730931746436504,0.56318114809168
"ML1","Flag Priming","mturk","USA",0,"982","Between","control vs. treatment","Independent samples t-test","d","0.09465462446047",495,487,"mean _ SD",3.09926647426647,3.21038672142368,1.15369660707197,1.19421291748837
"ML1","Flag Priming","osu","USA",1,"97","Between","control vs. treatment","Independent samples t-test","d","0.278023458405718",62,35,"mean _ SD",3.34667818740399,3.59183673469388,0.900777184506629,0.86280455565089
"ML1","Flag Priming","oxy","USA",1,"121","Between","control vs. treatment","Independent samples t-test","d","-0.005521773843867",63,58,"mean _ SD",2.30045351473923,2.29649014778325,0.721318628999871,0.714222582228621
"ML1","Flag Priming","pi","USA",0,"1320","Between","control vs. treatment","Independent samples t-test","d","0.025717292272671",666,654,"mean _ SD",2.88917488917489,2.91724006116208,1.059321165031,1.12327035274051
"ML1","Flag Priming","psu","USA",1,"91","Between","control vs. treatment","Independent samples t-test","d","0.017023427865518",45,46,"mean _ SD",3.37301587301587,3.38586956521739,0.778004364100002,0.732113610148214
"ML1","Flag Priming","qccuny","USA",1,"99","Between","control vs. treatment","Independent samples t-test","d","-0.222189088334139",51,48,"mean _ SD",3.30392156862745,3.13020833333333,0.772679955560833,0.790972306541962
"ML1","Flag Priming","qccuny2","USA",1,"85","Between","control vs. treatment","Independent samples t-test","d","0.020959926128992",37,48,"mean _ SD",3.08832046332046,3.10416666666667,0.7676834653384,0.744364167719267
"ML1","Flag Priming","sdsu","USA",1,"160","Between","control vs. treatment","Independent samples t-test","d","-0.113201505155345",74,86,"mean _ SD",3.14628378378378,3.05813953488372,0.784674289295487,0.772623889365715
"ML1","Flag Priming","swps","POL",1,"78","Between","control vs. treatment","Independent samples t-test","d","0.191857203620361",44,34,"mean _ SD",3.03125,3.17279411764706,0.750544860224425,0.724970418598675
"ML1","Flag Priming","swpson","POL",0,"169","Between","control vs. treatment","Independent samples t-test","d","-0.220698347802354",79,90,"mean _ SD",3.02879746835443,2.82519841269841,0.956029186065412,0.889014582348754
"ML1","Flag Priming","tamu","USA",1,"182","Between","control vs. treatment","Independent samples t-test","d","-0.268344833081624",75,107,"mean _ SD",4.19023809523809,3.92367601246106,1.03943336618715,0.947279623333715
"ML1","Flag Priming","tamuc","USA",1,"86","Between","control vs. treatment","Independent samples t-test","d","0.268961623977991",38,48,"mean _ SD",3.52631578947368,3.79427083333333,0.996682798228451,0.995832266906459
"ML1","Flag Priming","tamuon","USA",0,"218","Between","control vs. treatment","Independent samples t-test","d","-0.028730184044899",105,113,"mean _ SD",4.04829931972789,4.01896333754741,0.99211014956566,1.05006139619521
"ML1","Flag Priming","tilburg","NLD",1,"79","Between","control vs. treatment","Independent samples t-test","d","0.206170175375764",37,42,"mean _ SD",2.72586872586873,2.83928571428571,0.530884581810878,0.569342337143578
"ML1","Flag Priming","ufl","USA",1,"126","Between","control vs. treatment","Independent samples t-test","d","-0.113910582062944",73,53,"mean _ SD",3.51174168297456,3.40330188679245,0.866011182541302,1.03793477609118
"ML1","Flag Priming","unipd","ITA",0,"142","Between","control vs. treatment","Independent samples t-test","d","0.496159606463166",73,69,"mean _ SD",2.44006849315068,2.84446169772257,0.650890678838687,0.979202538360379
"ML1","Flag Priming","uva","USA",1,"80","Between","control vs. treatment","Independent samples t-test","d","-0.150225895670264",44,36,"mean _ SD",3.17613636363636,3.03472222222222,0.992456351120538,0.890230262704499
"ML1","Flag Priming","vcu","USA",1,"105","Between","control vs. treatment","Independent samples t-test","d","-0.072741869865741",52,53,"mean _ SD",3.16586538461538,3.10646900269542,0.693557218531334,0.939515509172653
"ML1","Flag Priming","wisc","USA",1,"95","Between","control vs. treatment","Independent samples t-test","d","-0.030256551636097",57,38,"mean _ SD",3.02067669172932,2.99671052631579,0.863785574014942,0.720411177933552
"ML1","Flag Priming","wku","USA",1,"99","Between","control vs. treatment","Independent samples t-test","d","0.111324219238683",55,44,"mean _ SD",3.62922077922078,3.73295454545455,1.01088863335121,0.852744760050047
"ML1","Flag Priming","wl","USA",1,"89","Between","control vs. treatment","Independent samples t-test","d","-0.0925238301617",36,53,"mean _ SD",3.10267857142857,3.02594339622642,0.846633866001842,0.812077734416107
"ML1","Flag Priming","wpi","USA",1,"86","Between","control vs. treatment","Independent samples t-test","d","0.084340943825397",48,38,"mean _ SD",2.99627976190476,3.07001879699248,0.819054305692705,0.929539716218536
"ML1","Quote Attribution","abington","USA",1,"84","Between","control vs. treatment","Independent samples t-test","d","0.217809829148467",48,36,"mean _ SD",4.9375,5.44444444444444,2.28227443480066,2.37179190179004
"ML1","Quote Attribution","brasilia","BRA",1,"119","Between","control vs. treatment","Independent samples t-test","d","0.183582564486637",43,76,"mean _ SD",5.58139534883721,5.97368421052632,2.40270242831389,1.83283884878459
"ML1","Quote Attribution","charles","CZE",1,"84","Between","control vs. treatment","Independent samples t-test","d","0.28789196945017",45,39,"mean _ SD",5.64444444444444,6.20512820512821,1.93244493694993,1.96253712240434
"ML1","Quote Attribution","conncoll","USA",1,"94","Between","control vs. treatment","Independent samples t-test","d","0.143836081984974",48,46,"mean _ SD",5.39583333333333,5.71739130434783,2.12121586303437,2.34438377099409
"ML1","Quote Attribution","csun","USA",0,"96","Between","control vs. treatment","Independent samples t-test","d","0.789028759693479",49,47,"mean _ SD",4.3265306122449,5.97872340425532,1.78404684054307,2.36357652447494
"ML1","Quote Attribution","help","MYS",1,"102","Between","control vs. treatment","Independent samples t-test","d","0.192185356838363",43,59,"mean _ SD",5.27906976744186,5.76271186440678,2.49118045641924,2.54164610691336
"ML1","Quote Attribution","ithaca","USA",1,"90","Between","control vs. treatment","Independent samples t-test","d","0.5489835200661",35,55,"mean _ SD",4.68571428571429,5.87272727272727,2.04034928629488,2.277543717957
"ML1","Quote Attribution","jmu","USA",0,"174","Between","control vs. treatment","Independent samples t-test","d","0.687770363626743",80,94,"mean _ SD",4.9875,6.28723404255319,1.85208572128488,1.92673516505201
"ML1","Quote Attribution","ku","TUR",0,"113","Between","control vs. treatment","Independent samples t-test","d","-0.08958219589583",54,59,"mean _ SD",6.18518518518519,6,1.87409423731637,2.24376530827551
"ML1","Quote Attribution","laurier","CAN",1,"112","Between","control vs. treatment","Independent samples t-test","d","0.286335288648053",54,58,"mean _ SD",4.62962962962963,5.22413793103448,2.16573919836437,1.98275993582113
"ML1","Quote Attribution","lse","GBR",1,"277","Between","control vs. treatment","Independent samples t-test","d","0.378610718170908",140,137,"mean _ SD",5.18571428571429,5.99270072992701,2.037722364741,2.22120909828595
"ML1","Quote Attribution","luc","USA",1,"146","Between","control vs. treatment","Independent samples t-test","d","0.409196624786035",75,71,"mean _ SD",4.61333333333333,5.50704225352113,2.10464950753078,2.26067777091372
"ML1","Quote Attribution","mcdaniel","USA",0,"98","Between","control vs. treatment","Independent samples t-test","d","0.092489544043533",48,50,"mean _ SD",5.20833333333333,5.38,1.98888756818108,1.71297568992841
"ML1","Quote Attribution","msvu","CAN",1,"84","Between","control vs. treatment","Independent samples t-test","d","-0.028253837815669",40,44,"mean _ SD",5.575,5.52272727272727,2.09868701322688,1.56247621546379
"ML1","Quote Attribution","mturk","USA",0,"999","Between","control vs. treatment","Independent samples t-test","d","0.44408425032641",487,512,"mean _ SD",5.12525667351129,6.09375,2.11663961434828,2.243276538499
"ML1","Quote Attribution","osu","USA",1,"107","Between","control vs. treatment","Independent samples t-test","d","0.266188830563823",55,52,"mean _ SD",5.6,6.15384615384615,1.86189867250253,2.27849808964035
"ML1","Quote Attribution","oxy","USA",1,"122","Between","control vs. treatment","Independent samples t-test","d","0.173423120207869",60,62,"mean _ SD",5.51666666666667,5.85483870967742,1.89997026441198,1.99874365616683
"ML1","Quote Attribution","pi","USA",0,"1322","Between","control vs. treatment","Independent samples t-test","d","0.266345535456407",649,673,"mean _ SD",5.55932203389831,6.14710252600297,2.22706628347938,2.18641532629464
"ML1","Quote Attribution","psu","USA",1,"95","Between","control vs. treatment","Independent samples t-test","d","0.429588702539411",46,49,"mean _ SD",4.56521739130435,5.40816326530612,1.68195883042552,2.20716982569439
"ML1","Quote Attribution","qccuny","USA",1,"101","Between","control vs. treatment","Independent samples t-test","d","0.943525917197616",49,52,"mean _ SD",4.40816326530612,6.48076923076923,2.26309492497681,2.12815288238402
"ML1","Quote Attribution","qccuny2","USA",1,"85","Between","control vs. treatment","Independent samples t-test","d","0.402280646978442",35,50,"mean _ SD",5.14285714285714,5.98,2.23794623736687,1.91119152918395
"ML1","Quote Attribution","sdsu","USA",1,"162","Between","control vs. treatment","Independent samples t-test","d","0.407506009141945",83,79,"mean _ SD",5.31325301204819,6.12658227848101,1.81408924164928,2.16242437904
"ML1","Quote Attribution","swps","POL",1,"79","Between","control vs. treatment","Independent samples t-test","d","-0.009862807582317",40,39,"mean _ SD",6.1,6.07692307692308,2.07302578310929,2.57911261141273
"ML1","Quote Attribution","swpson","POL",0,"167","Between","control vs. treatment","Independent samples t-test","d","0.313338525216636",75,92,"mean _ SD",5.52,6.21739130434783,2.15832768095542,2.29105324862942
"ML1","Quote Attribution","tamu","USA",1,"186","Between","control vs. treatment","Independent samples t-test","d","0.350156475953811",86,100,"mean _ SD",5.02325581395349,5.82,1.85964414170812,2.62613130984832
"ML1","Quote Attribution","tamuc","USA",1,"87","Between","control vs. treatment","Independent samples t-test","d","0.516467615516005",41,46,"mean _ SD",5.63414634146341,6.69565217391304,2.14191616970618,1.96490955649806
"ML1","Quote Attribution","tamuon","USA",0,"224","Between","control vs. treatment","Independent samples t-test","d","0.379262515495806",123,101,"mean _ SD",4.89430894308943,5.67326732673267,1.93252153352616,2.16845064915524
"ML1","Quote Attribution","tilburg","NLD",1,"80","Between","control vs. treatment","Independent samples t-test","d","0.566145914413291",46,34,"mean _ SD",4.54347826086957,5.70588235294118,2.27748908268275,1.80116816916648
"ML1","Quote Attribution","ufl","USA",1,"127","Between","control vs. treatment","Independent samples t-test","d","0.496676826466414",58,69,"mean _ SD",5.44827586206897,6.46376811594203,2.15351539445252,1.92949025686097
"ML1","Quote Attribution","unipd","ITA",0,"144","Between","control vs. treatment","Independent samples t-test","d","-0.262345544801804",67,77,"mean _ SD",4.1044776119403,3.5974025974026,2.07535559828663,1.77896880434573
"ML1","Quote Attribution","uva","USA",1,"81","Between","control vs. treatment","Independent samples t-test","d","0.158585979212298",39,42,"mean _ SD",5.23076923076923,5.5,1.7238503180463,1.67113222900801
"ML1","Quote Attribution","vcu","USA",1,"108","Between","control vs. treatment","Independent samples t-test","d","0.303446312183721",59,49,"mean _ SD",5.11864406779661,5.77551020408163,1.86699782762846,2.42611921013142
"ML1","Quote Attribution","wisc","USA",1,"96","Between","control vs. treatment","Independent samples t-test","d","0.226565677294696",41,55,"mean _ SD",5.19512195121951,5.6,1.63124970797119,1.93026576562035
"ML1","Quote Attribution","wku","USA",1,"103","Between","control vs. treatment","Independent samples t-test","d","0.65349303197587",52,51,"mean _ SD",4.73076923076923,6.07843137254902,2.15220256185843,1.96817821606583
"ML1","Quote Attribution","wl","USA",1,"90","Between","control vs. treatment","Independent samples t-test","d","-0.357649336089817",45,45,"mean _ SD",6.2,5.42222222222222,1.97253874256226,2.35959250034339
"ML1","Quote Attribution","wpi","USA",1,"87","Between","control vs. treatment","Independent samples t-test","d","0.227169472707699",45,42,"mean _ SD",5.62222222222222,6.09523809523809,1.88642144246344,2.26111912512931
"ML1","Money Priming","abington","USA",1,"84","Between","control vs. treatment","Independent samples t-test","d","-0.006613661079952",44,40,"mean _ SD",3.53409090909091,3.528125,0.780561271470782,1.02355569756884
"ML1","Money Priming","brasilia","BRA",1,"120","Between","control vs. treatment","Independent samples t-test","d","0.176387476669994",61,59,"mean _ SD",2.78307962529274,2.90889830508475,0.766879472177121,0.65973745287138
"ML1","Money Priming","charles","CZE",1,"84","Between","control vs. treatment","Independent samples t-test","d","-0.146998966276675",40,44,"mean _ SD",3.7125,3.59983766233766,0.854475397614352,0.678356302035694
"ML1","Money Priming","conncoll","USA",1,"95","Between","control vs. treatment","Independent samples t-test","d","0.232240443740818",40,55,"mean _ SD",3.640625,3.87467532467532,1.01872984485332,0.996856423458557
"ML1","Money Priming","csun","USA",0,"96","Between","control vs. treatment","Independent samples t-test","d","0.011333813839786",50,46,"mean _ SD",3.66357142857143,3.6735248447205,0.825083452167355,0.931327282960079
"ML1","Money Priming","help","MYS",1,"102","Between","control vs. treatment","Independent samples t-test","d","-0.236040799520634",54,48,"mean _ SD",3.04100529100529,2.8718998015873,0.647339769975582,0.785509887892199
"ML1","Money Priming","ithaca","USA",1,"90","Between","control vs. treatment","Independent samples t-test","d","0.007767718041132",55,35,"mean _ SD",3.525,3.53214285714286,0.91489728223284,0.924216111181831
"ML1","Money Priming","jmu","USA",0,"174","Between","control vs. treatment","Independent samples t-test","d","0.118648439337812",82,92,"mean _ SD",3.85670731707317,3.95943322981366,0.787420863949411,0.944180719919984
"ML1","Money Priming","ku","TUR",0,"113","Between","control vs. treatment","Independent samples t-test","d","-0.126527147283684",55,58,"mean _ SD",2.68701298701299,2.58497536945813,0.758026265244317,0.854870567497559
"ML1","Money Priming","laurier","CAN",1,"112","Between","control vs. treatment","Independent samples t-test","d","-0.139973367139008",55,57,"mean _ SD",4.54545454545455,4.43201754385965,0.79435349482927,0.826483438846004
"ML1","Money Priming","lse","GBR",1,"277","Between","control vs. treatment","Independent samples t-test","d","-0.162404739464305",149,128,"mean _ SD",3.80968360498562,3.67550223214286,0.816946211617485,0.835485525108434
"ML1","Money Priming","luc","USA",1,"145","Between","control vs. treatment","Independent samples t-test","d","-0.068337778728063",81,64,"mean _ SD",3.51763668430335,3.45284598214286,0.901155604768004,0.995034273405118
"ML1","Money Priming","mcdaniel","USA",0,"98","Between","control vs. treatment","Independent samples t-test","d","0.405811717126714",53,45,"mean _ SD",3.27830188679245,3.62698412698413,0.855778403760299,0.862665029369054
"ML1","Money Priming","msvu","CAN",1,"85","Between","control vs. treatment","Independent samples t-test","d","0.19532216687413",41,44,"mean _ SD",3.52743902439024,3.69642857142857,0.896831312142381,0.833536006045609
"ML1","Money Priming","mturk","USA",0,"999","Between","control vs. treatment","Independent samples t-test","d","-0.064827591570274",491,508,"mean _ SD",3.74265347686936,3.66835395575553,1.14676947879071,1.14544959997268
"ML1","Money Priming","osu","USA",1,"107","Between","control vs. treatment","Independent samples t-test","d","0.095390471919794",59,48,"mean _ SD",4.03389830508475,4.12016369047619,0.851542245796642,0.957137041668847
"ML1","Money Priming","oxy","USA",1,"122","Between","control vs. treatment","Independent samples t-test","d","0.036579386948284",68,54,"mean _ SD",3.21875,3.25132275132275,1.01834273289585,0.762592052523216
"ML1","Money Priming","pi","USA",0,"1326","Between","control vs. treatment","Independent samples t-test","d","-0.027984097278187",675,651,"mean _ SD",3.44879188712522,3.42226245336845,0.963658140685625,0.932378275500921
"ML1","Money Priming","psu","USA",1,"95","Between","control vs. treatment","Independent samples t-test","d","0.014302961479994",51,44,"mean _ SD",3.8578431372549,3.86850649350649,0.76893579374481,0.722133907660365
"ML1","Money Priming","qccuny","USA",1,"102","Between","control vs. treatment","Independent samples t-test","d","0.031053886866741",58,44,"mean _ SD",3.66933497536946,3.69602272727273,0.878157449404527,0.840645225300362
"ML1","Money Priming","qccuny2","USA",1,"85","Between","control vs. treatment","Independent samples t-test","d","0.133005753993623",36,49,"mean _ SD",3.40972222222222,3.52295918367347,0.870965756620976,0.83177202804173
"ML1","Money Priming","sdsu","USA",1,"162","Between","control vs. treatment","Independent samples t-test","d","-0.216708628318226",85,77,"mean _ SD",3.78970588235294,3.60714285714286,0.920826282974898,0.764044565286843
"ML1","Money Priming","swps","POL",1,"79","Between","control vs. treatment","Independent samples t-test","d","0.208100700406007",45,34,"mean _ SD",3.28320105820106,3.44852941176471,0.794105592092375,0.794820857853159
"ML1","Money Priming","swpson","POL",0,"169","Between","control vs. treatment","Independent samples t-test","d","-0.119109728694828",77,92,"mean _ SD",3.29962894248608,3.18905279503106,0.970628952818362,0.886081639451338
"ML1","Money Priming","tamu","USA",1,"187","Between","control vs. treatment","Independent samples t-test","d","-0.158860659214296",93,94,"mean _ SD",4.0739247311828,3.93370060790274,0.905005059276744,0.860367487628081
"ML1","Money Priming","tamuc","USA",1,"87","Between","control vs. treatment","Independent samples t-test","d","-0.264171984087017",41,46,"mean _ SD",3.60060975609756,3.36684782608696,0.78820380860691,0.981566977788097
"ML1","Money Priming","tamuon","USA",0,"225","Between","control vs. treatment","Independent samples t-test","d","0.177468909369269",113,112,"mean _ SD",3.88658870627897,4.04735331632653,0.90384006107916,0.907909508114918
"ML1","Money Priming","tilburg","NLD",1,"80","Between","control vs. treatment","Independent samples t-test","d","0.211272353293055",40,40,"mean _ SD",3.678125,3.87053571428571,0.904886795228821,0.916560367986346
"ML1","Money Priming","ufl","USA",1,"127","Between","control vs. treatment","Independent samples t-test","d","-0.149394950527793",63,64,"mean _ SD",4.04563492063492,3.91350446428571,0.875086858390996,0.893787603328182
"ML1","Money Priming","unipd","ITA",0,"142","Between","control vs. treatment","Independent samples t-test","d","-0.029244407181772",64,78,"mean _ SD",2.42578125,2.40224358974359,0.850671305622654,0.759049152043604
"ML1","Money Priming","uva","USA",1,"81","Between","control vs. treatment","Independent samples t-test","d","0.299274208403296",39,42,"mean _ SD",3.75320512820513,3.99404761904762,0.721775485557633,0.887735017385117
"ML1","Money Priming","vcu","USA",1,"107","Between","control vs. treatment","Independent samples t-test","d","-0.057857271817034",39,68,"mean _ SD",3.67307692307692,3.625,0.811925598892935,0.849989025390082
"ML1","Money Priming","wisc","USA",1,"96","Between","control vs. treatment","Independent samples t-test","d","-0.203504650435056",49,47,"mean _ SD",3.98724489795918,3.84042553191489,0.705375979254215,0.737533219434035
"ML1","Money Priming","wku","USA",1,"103","Between","control vs. treatment","Independent samples t-test","d","0.177165369378073",66,37,"mean _ SD",3.70265151515152,3.86341698841699,0.897315749116805,0.91754766160312
"ML1","Money Priming","wl","USA",1,"90","Between","control vs. treatment","Independent samples t-test","d","0.240475402664613",44,46,"mean _ SD",3.79261363636364,4.02445652173913,0.941973120040849,0.986231451458232
"ML1","Money Priming","wpi","USA",1,"87","Between","control vs. treatment","Independent samples t-test","d","-0.188885304884108",39,48,"mean _ SD",3.79166666666667,3.625,1.02410637125697,0.740632995512996
"ML1","Imagined Contact","abington","USA",1,"84","Between","control vs. treatment","Independent samples t-test","d","0.114378446213735",34,50,"mean _ SD",4.77941176470588,5.015,2.11664105139805,2.00281052523697
"ML1","Imagined Contact","brasilia","BRA",1,"120","Between","control vs. treatment","Independent samples t-test","d","0.082657709120509",64,56,"mean _ SD",4.76953125,4.94196428571429,2.2170446721645,1.95517441179028
"ML1","Imagined Contact","charles","CZE",1,"84","Between","control vs. treatment","Independent samples t-test","d","-0.009543587296321",35,49,"mean _ SD",4.69285714285714,4.67857142857143,1.35999258524919,1.6337903272248
"ML1","Imagined Contact","conncoll","USA",1,"95","Between","control vs. treatment","Independent samples t-test","d","0.208860208821171",49,46,"mean _ SD",4.98469387755102,5.35869565217391,1.76733097027789,1.81402879885954
"ML1","Imagined Contact","csun","USA",0,"96","Between","control vs. treatment","Independent samples t-test","d","0.029112644185976",49,47,"mean _ SD",3.96428571428571,4.02127659574468,2.16145205822382,1.75374582589144
"ML1","Imagined Contact","help","MYS",1,"102","Between","control vs. treatment","Independent samples t-test","d","-0.220998102145328",51,51,"mean _ SD",4.89705882352941,4.50490196078431,1.86559405457634,1.68336730697613
"ML1","Imagined Contact","ithaca","USA",1,"90","Between","control vs. treatment","Independent samples t-test","d","0.684475261857489",43,47,"mean _ SD",4.23062015503876,5.44148936170213,1.67949794964582,1.85859692138686
"ML1","Imagined Contact","jmu","USA",0,"174","Between","control vs. treatment","Independent samples t-test","d","0.182247406071994",77,97,"mean _ SD",4.31168831168831,4.63917525773196,1.75570304001844,1.83816919226208
"ML1","Imagined Contact","ku","TUR",0,"113","Between","control vs. treatment","Independent samples t-test","d","-0.164293365087495",55,58,"mean _ SD",5.55454545454545,5.31465517241379,1.29429920718141,1.62596823032475
"ML1","Imagined Contact","laurier","CAN",1,"112","Between","control vs. treatment","Independent samples t-test","d","0.022105637771599",56,56,"mean _ SD",4.94642857142857,4.99107142857143,2.11257828564695,1.92646891164443
"ML1","Imagined Contact","lse","GBR",1,"277","Between","control vs. treatment","Independent samples t-test","d","0.179262302601003",137,140,"mean _ SD",4.91605839416058,5.26607142857143,2.060053667799,1.84498413805686
"ML1","Imagined Contact","luc","USA",1,"146","Between","control vs. treatment","Independent samples t-test","d","0.152401194214263",74,72,"mean _ SD",5.19481981981982,5.47222222222222,1.85701173530239,1.78341121325272
"ML1","Imagined Contact","mcdaniel","USA",0,"98","Between","control vs. treatment","Independent samples t-test","d","0.193233046034896",52,46,"mean _ SD",4.76442307692308,5.10869565217391,2.0360798680948,1.52720894109433
"ML1","Imagined Contact","msvu","CAN",1,"85","Between","control vs. treatment","Independent samples t-test","d","0.328863927857071",41,44,"mean _ SD",4.83536585365854,5.44507575757576,1.85119028946375,1.85678648920083
"ML1","Imagined Contact","mturk","USA",0,"1000","Between","control vs. treatment","Independent samples t-test","d","0.262192878962307",518,482,"mean _ SD",3.90781853281853,4.41804979253112,1.96070480111175,1.93132507957726
"ML1","Imagined Contact","osu","USA",1,"107","Between","control vs. treatment","Independent samples t-test","d","-0.10785263606186",52,55,"mean _ SD",3.91826923076923,3.71363636363636,2.05900768137855,1.73566762012261
"ML1","Imagined Contact","oxy","USA",1,"122","Between","control vs. treatment","Independent samples t-test","d","0.293788892879045",61,61,"mean _ SD",5.69262295081967,6.15573770491803,1.58468808880417,1.56801621910871
"ML1","Imagined Contact","pi","USA",0,"1328","Between","control vs. treatment","Independent samples t-test","d","0.154807408455869",666,662,"mean _ SD",5.01864364364364,5.31734642497482,1.98723386265079,1.87179051235298
"ML1","Imagined Contact","psu","USA",1,"95","Between","control vs. treatment","Independent samples t-test","d","0.294486368104647",44,51,"mean _ SD",3.82386363636364,4.31862745098039,1.67711992319764,1.68306151950289
"ML1","Imagined Contact","qccuny","USA",1,"101","Between","control vs. treatment","Independent samples t-test","d","-0.287350871972419",48,53,"mean _ SD",4.75868055555556,4.16037735849057,2.1865724702492,1.97769675892103
"ML1","Imagined Contact","qccuny2","USA",1,"85","Between","control vs. treatment","Independent samples t-test","d","0.329383885250634",38,47,"mean _ SD",3.92105263157895,4.57446808510638,1.83537431114743,2.13212672813528
"ML1","Imagined Contact","sdsu","USA",1,"162","Between","control vs. treatment","Independent samples t-test","d","0.302851862635634",81,81,"mean _ SD",4.29938271604938,4.85493827160494,1.68653664774814,1.98229041985325
"ML1","Imagined Contact","swps","POL",1,"79","Between","control vs. treatment","Independent samples t-test","d","0.345667346537469",36,43,"mean _ SD",3.91666666666667,4.51162790697674,1.7958284996068,1.64656342007999
"ML1","Imagined Contact","swpson","POL",0,"168","Between","control vs. treatment","Independent samples t-test","d","0.093692372787374",95,73,"mean _ SD",4.53771929824561,4.71689497716895,1.98430486146974,1.84046066837673
"ML1","Imagined Contact","tamu","USA",1,"187","Between","control vs. treatment","Independent samples t-test","d","-0.085478336139813",93,94,"mean _ SD",4.40860215053763,4.23936170212766,2.02859481854347,1.93124941925628
"ML1","Imagined Contact","tamuc","USA",1,"87","Between","control vs. treatment","Independent samples t-test","d","-0.115515430302845",50,37,"mean _ SD",4.615,4.39189189189189,2.12024377689675,1.74258402927925
"ML1","Imagined Contact","tamuon","USA",0,"225","Between","control vs. treatment","Independent samples t-test","d","0.318312201264987",98,127,"mean _ SD",3.52295918367347,4.06889763779528,1.62339799490551,1.80680953061329
"ML1","Imagined Contact","tilburg","NLD",1,"80","Between","control vs. treatment","Independent samples t-test","d","-0.520819362144703",37,43,"mean _ SD",4.60135135135135,3.72093023255814,1.82997747733888,1.55093031060391
"ML1","Imagined Contact","ufl","USA",1,"127","Between","control vs. treatment","Independent samples t-test","d","0.118820399683172",57,70,"mean _ SD",4.39473684210526,4.6,1.69423086770449,1.7607845747963
"ML1","Imagined Contact","unipd","ITA",0,"143","Between","control vs. treatment","Independent samples t-test","d","0.169031255938075",74,69,"mean _ SD",4.81418918918919,5.13768115942029,1.93696062346859,1.89063881588732
"ML1","Imagined Contact","uva","USA",1,"81","Between","control vs. treatment","Independent samples t-test","d","0.037349329334117",47,34,"mean _ SD",4.79255319148936,4.86029411764706,1.96319334812167,1.66423061720336
"ML1","Imagined Contact","vcu","USA",1,"107","Between","control vs. treatment","Independent samples t-test","d","0.000874654978656",62,45,"mean _ SD",5.13709677419355,5.13888888888889,2.23271017191948,1.8651678235754
"ML1","Imagined Contact","wisc","USA",1,"96","Between","control vs. treatment","Independent samples t-test","d","0.082599984476665",49,47,"mean _ SD",4.42857142857143,4.56382978723404,1.77731656343676,1.49770484291289
"ML1","Imagined Contact","wku","USA",1,"103","Between","control vs. treatment","Independent samples t-test","d","-0.20721348927505",46,57,"mean _ SD",4.4945652173913,4.1140350877193,1.93109722008757,1.74173441846372
"ML1","Imagined Contact","wl","USA",1,"90","Between","control vs. treatment","Independent samples t-test","d","0.025039660311666",43,47,"mean _ SD",5.41279069767442,5.4468085106383,1.46067878151514,1.25643579116376
"ML1","Imagined Contact","wpi","USA",1,"87","Between","control vs. treatment","Independent samples t-test","d","0.141621510855615",52,35,"mean _ SD",4.58173076923077,4.83571428571429,1.63428430237688,1.95250862122716
"ML1","Gain vs. loss framing","abington","USA",1,"83","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.55",39,44,"count exact (gain, loss) _ count probability (gain, loss)",28,20,11,24
"ML1","Gain vs. loss framing","brasilia","BRA",1,"118","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.53",54,64,"count exact (gain, loss) _ count probability (gain, loss)",35,25,19,39
